DATE,VIX,SKEW,SPY,RUT
2/28/06,12.34,124.61,1280.66,740.630005
3/1/06,11.54,124.25,1291.24,730.640015
3/2/06,11.72,123.3,1289.14,742.349976
3/3/06,11.96,121.87,1287.23,740.159973
3/6/06,12.74,116.6,1278.26,738.440002
3/7/06,12.66,116.21,1275.88,731.159973
3/8/06,12.32,117.21,1278.47,721.059998
3/9/06,12.68,114.2,1272.23,721.840027
3/10/06,11.85,116.21,1281.42,718.280029
3/13/06,11.37,116.54,1284.13,726.340027
3/14/06,10.74,114.43,1297.48,728.039978
3/15/06,11.35,119.12,1303.02,736.099976
3/16/06,11.98,142.02,1305.33,742.940002
3/17/06,12.12,130.06,1307.25,743.789978
3/20/06,11.79,124.39,1305.08,746.090027
3/21/06,11.62,120.69,1297.23,745.619995
3/22/06,11.21,121.7,1305.04,736.099976
3/23/06,11.17,119.23,1301.67,744.849976
3/24/06,11.19,124.34,1302.95,747.599976
3/27/06,11.46,118.23,1301.61,753.830017
3/28/06,11.58,118.71,1293.23,754.030029
3/29/06,10.95,117.94,1302.89,751.27002
3/30/06,11.57,116.77,1300.25,764.169983
3/31/06,11.39,115.72,1294.87,762.590027
4/3/06,11.57,115.48,1297.81,765.23999
4/4/06,11.14,117.06,1305.93,759.219971
4/5/06,11.13,117.1,1311.56,762.320007
4/6/06,11.45,118.03,1309.04,766.26001
4/7/06,12.26,115.7,1295.5,766.22998
4/10/06,12.19,116.51,1296.62,756.130005
4/11/06,13,113.56,1286.57,752.950012
4/12/06,12.76,115.71,1288.12,742.109985
4/13/06,12.38,117.99,1289.12,747.77002
4/17/06,12.58,113.56,1285.33,751.109985
4/18/06,11.4,116.74,1307.28,749.450012
4/19/06,11.32,121.7,1309.93,769.809998
4/20/06,11.64,130,1311.46,778.419983
4/21/06,11.59,122.05,1311.28,774.669983
4/24/06,11.75,128.77,1308.11,772.119995
4/25/06,11.75,129.66,1301.74,766.140015
4/26/06,11.76,126.14,1305.41,764.820007
4/27/06,11.84,129.21,1309.72,765.22998
4/28/06,11.59,125.2,1310.61,761.400024
5/1/06,12.54,129.67,1305.19,764.539978
5/2/06,11.99,124.01,1313.21,761.119995
5/3/06,11.99,127.46,1308.12,767.609985
5/4/06,11.86,125.86,1312.25,767.72998
5/5/06,11.62,128.06,1325.76,774.719971
5/8/06,12,125.25,1324.66,781.830017
5/9/06,11.99,123.02,1325.14,781.599976
5/10/06,11.78,119.62,1322.85,780.690002
5/11/06,12.49,120.68,1305.92,775.880005
5/12/06,14.19,123.21,1291.24,757.450012
5/15/06,13.57,121.86,1294.5,742.380005
5/16/06,13.35,130.15,1292.08,737.640015
5/17/06,16.26,121.87,1270.32,737.450012
5/18/06,16.99,123.09,1261.81,725.840027
5/19/06,17.18,136.93,1267.03,718.460022
5/22/06,17.72,126.15,1262.07,722.539978
5/23/06,18.26,125.15,1256.58,715.25
5/24/06,17.36,127.4,1258.57,711.27002
5/25/06,15.5,132.35,1272.88,711.26001
5/26/06,14.26,128.5,1280.16,725.559998
5/30/06,18.66,122.67,1259.87,729.47998
5/31/06,16.44,121.97,1270.09,711.030029
6/1/06,14.52,128.02,1285.71,721.01001
6/2/06,14.32,127.02,1288.22,736.5
6/5/06,16.65,120.42,1265.29,737.450012
6/6/06,17.34,121.79,1263.85,713.919983
6/7/06,17.8,120.81,1256.15,710.929993
6/8/06,18.35,120.19,1257.93,706.77002
6/9/06,18.12,118.74,1252.3,706.52002
6/12/06,20.96,121.27,1237.44,701.380005
6/13/06,23.81,121.55,1223.69,683.070007
6/14/06,21.46,124.24,1230.04,672.659973
6/15/06,15.9,131.6,1256.16,677.080017
6/16/06,17.25,128.32,1251.54,701.039978
6/19/06,17.83,125.31,1240.13,693.059998
6/20/06,16.69,126.54,1240.12,680.73999
6/21/06,15.52,127.36,1252.2,677.48999
6/22/06,15.88,125.08,1245.6,690.669983
6/23/06,15.89,122.55,1244.5,688.039978
6/26/06,15.62,124.87,1250.56,690.130005
6/27/06,16.4,120.3,1239.2,698.630005
6/28/06,15.79,118.99,1246,686.640015
6/29/06,13.03,124.11,1272.87,687.98999
6/30/06,13.08,118.28,1270.2,714.320007
7/3/06,13.05,120.93,1280.19,724.650024
7/5/06,14.15,120.22,1270.91,730.75
7/6/06,13.65,116.81,1274.08,719.809998
7/7/06,13.97,114.97,1265.48,720.640015
7/10/06,14.02,115.89,1267.34,709.299988
7/11/06,13.14,119.17,1272.43,709.080017
7/12/06,14.49,115.97,1258.6,714.340027
7/13/06,17.79,115.4,1242.28,701.159973
7/14/06,18.05,117.48,1236.2,687.289978
7/17/06,18.64,118.56,1234.49,681.22998
7/18/06,17.74,122.9,1236.86,677.659973
7/19/06,15.55,121.58,1259.81,681.630005
7/20/06,16.21,118.55,1249.13,702.330017
7/21/06,17.4,118.33,1240.29,683.609985
7/24/06,14.98,122.03,1260.91,671.940002
7/25/06,14.85,120.53,1268.88,690.76001
7/26/06,14.62,120.86,1268.4,697.429993
7/27/06,14.94,119.78,1263.2,694.349976
7/28/06,14.33,121.4,1278.55,685.640015
7/31/06,14.95,121.64,1276.66,700.02002
8/1/06,15.05,119.49,1270.92,700.559998
8/2/06,14.34,117.98,1277.41,689.869995
8/3/06,14.46,116.79,1280.27,696.789978
8/4/06,14.34,117.54,1279.36,704.369995
8/7/06,15.23,117.02,1275.77,701.25
8/8/06,15.23,118.18,1271.48,696.030029
8/9/06,15.2,116.27,1265.95,687.429993
8/10/06,14.46,118.31,1271.81,681
8/11/06,14.3,118.09,1266.74,686.219971
8/14/06,14.26,118.24,1268.21,679.01001
8/15/06,13.42,118.88,1285.58,681.719971
8/16/06,12.41,120.17,1295.43,697.809998
8/17/06,12.24,121.42,1297.48,707.359985
8/18/06,11.64,125.35,1302.3,710.77002
8/21/06,12.22,125.66,1297.52,711.679993
8/22/06,12.19,124,1298.82,705.330017
8/23/06,12.4,124.2,1292.99,707.75
8/24/06,12.4,123.75,1296.06,698.409973
8/25/06,12.31,125.01,1295.09,698.710022
8/28/06,12.18,122.64,1301.78,699.23999
8/29/06,12.28,126.53,1304.28,706.609985
8/30/06,12.22,125.52,1305.37,714.73999
8/31/06,12.31,123.22,1303.82,720.570007
9/1/06,11.96,124.59,1311.01,720.52002
9/5/06,12.63,124.31,1313.25,721.559998
9/6/06,13.74,123.09,1300.26,727.460022
9/7/06,13.88,121.66,1294.02,712.02002
9/8/06,13.16,124.34,1298.92,706.469971
9/11/06,12.99,125.99,1299.54,708.52002
9/12/06,11.92,126.42,1313,707.559998
9/13/06,11.18,120.44,1318.07,724.369995
9/14/06,11.55,119.47,1316.28,730.700012
9/15/06,11.76,135.25,1319.66,727.599976
9/18/06,11.78,127.35,1321.18,729.330017
9/19/06,11.98,125.03,1317.64,728.840027
9/20/06,11.39,122.71,1325.18,725.419983
9/21/06,12.25,119.68,1318.03,734.460022
9/22/06,12.59,118.86,1314.78,727.130005
9/25/06,12.12,120.75,1326.37,718.619995
9/26/06,11.53,121.64,1336.35,727.080017
9/27/06,11.58,118.43,1336.59,729.320007
9/28/06,11.72,118.21,1338.88,732.47998
9/29/06,11.98,120.09,1335.85,732.559998
10/2/06,12.57,119.8,1331.32,725.590027
10/3/06,12.24,116.93,1334.11,718.799988
10/4/06,11.86,118.15,1350.2,718.309998
10/5/06,11.98,115.48,1353.22,733.409973
10/6/06,11.56,117.34,1349.59,743.080017
10/9/06,11.68,116.19,1350.66,739.809998
10/10/06,11.52,118.43,1353.42,744.570007
10/11/06,11.62,117.16,1349.95,745.840027
10/12/06,11.09,117.44,1362.83,741.700012
10/13/06,10.75,118.74,1365.62,757.090027
10/16/06,11.09,116.54,1369.06,762.640015
10/17/06,11.73,117.7,1364.05,769.47998
10/18/06,11.34,114.96,1365.8,764.880005
10/19/06,10.9,116.8,1366.96,763.409973
10/20/06,10.63,117.06,1368.6,767.390015
10/23/06,11.08,115.28,1377.02,762.130005
10/24/06,10.78,114.68,1377.38,763.52002
10/25/06,10.66,113.72,1382.22,762.419983
10/26/06,10.56,112.97,1389.08,767.140015
10/27/06,10.8,111.46,1377.34,775.929993
10/30/06,11.2,114.11,1377.93,765.799988
10/31/06,11.1,111.48,1377.94,770.359985
11/1/06,11.51,112.36,1367.81,766.820007
11/2/06,11.42,113.08,1367.34,752.119995
11/3/06,11.16,112.37,1364.3,750.119995
11/6/06,11.16,116.76,1379.78,752.719971
11/7/06,11.09,115.72,1382.84,763.080017
11/8/06,10.75,115.86,1385.72,764.330017
11/9/06,11.01,113.19,1378.33,769.840027
11/10/06,10.79,113.87,1380.9,762.059998
11/13/06,10.86,113.32,1384.42,769.099976
11/14/06,10.5,113.75,1393.22,772.380005
11/15/06,10.31,111.63,1396.57,785.030029
11/16/06,10.16,110.87,1399.76,791.909973
11/17/06,10.05,117.73,1401.2,790.73999
11/20/06,9.97,119.02,1400.5,788.469971
11/21/06,9.9,118.53,1402.81,790.549988
11/22/06,10.14,120.86,1406.09,792.75
11/24/06,10.73,118.47,1400.95,792.030029
11/27/06,12.3,117.96,1381.96,790.789978
11/28/06,11.62,121.89,1386.72,771.210022
11/29/06,10.83,125.38,1399.48,776.859985
11/30/06,10.91,124,1400.63,784.039978
12/1/06,11.66,126.2,1396.71,785.710022
12/4/06,11.23,124.81,1409.12,781.909973
12/5/06,11.27,127.14,1414.76,797.159973
12/6/06,11.33,125.61,1412.9,796.469971
12/7/06,12.67,122.86,1407.29,796.530029
12/8/06,12.07,124.71,1409.84,791.5
12/11/06,10.71,120.65,1413.04,792.539978
12/12/06,10.65,124.46,1411.56,793.22998
12/13/06,10.18,125.76,1413.21,790.710022
12/14/06,9.97,132.31,1425.49,789.309998
12/15/06,10.05,129.81,1427.09,795.090027
12/18/06,10.6,128.93,1422.48,793.690002
12/19/06,10.3,129.55,1425.55,780.280029
12/20/06,10.26,126.28,1423.53,782.710022
12/21/06,10.53,122.05,1418.3,785.900024
12/22/06,11.36,121.5,1410.76,783.22998
12/26/06,11.26,123.4,1416.9,780.289978
12/27/06,10.64,123.48,1426.84,788.159973
12/28/06,10.99,121.7,1424.73,796.97998
12/29/06,11.56,121.25,1418.3,794.440002
1/3/07,12.04,118.77,1416.6,788.309998
1/4/07,11.51,118.78,1418.34,786.419983
1/5/07,12.14,117.27,1409.71,787.700012
1/8/07,12,119.44,1412.84,776.200012
1/9/07,11.91,116.28,1412.11,777.099976
1/10/07,11.47,117.79,1414.85,775.780029
1/11/07,10.87,119.13,1423.82,779.5
1/12/07,10.15,119.7,1430.73,788.109985
1/16/07,10.74,120.78,1431.9,794.280029
1/17/07,10.59,120.95,1430.62,789.809998
1/18/07,10.85,127.7,1426.37,788.130005
1/19/07,10.4,127.24,1430.5,778.130005
1/22/07,10.77,121.13,1422.95,784.960022
1/23/07,10.34,122.77,1427.99,777.590027
1/24/07,9.89,124.34,1440.13,786.590027
1/25/07,11.22,119.49,1423.9,793.919983
1/26/07,11.13,120.26,1422.18,784.22998
1/29/07,11.45,117.83,1420.62,787.369995
1/30/07,10.96,119.53,1428.82,793.599976
1/31/07,10.42,118.58,1438.24,797.030029
2/1/07,10.31,119.57,1445.94,802.02002
2/2/07,10.08,121.7,1448.39,807.950012
2/5/07,10.55,122.48,1446.99,809.200012
2/6/07,10.65,122.78,1448,807.200012
2/7/07,10.32,122.94,1450.02,811.159973
2/8/07,10.44,122.69,1448.31,815.049988
2/9/07,11.1,121.02,1438.06,815.97998
2/12/07,11.61,119.81,1433.37,808.02002
2/13/07,10.34,125.32,1444.26,806.97998
2/14/07,10.23,123.09,1455.3,812.599976
2/15/07,10.22,120.55,1456.81,814.320007
2/16/07,10.02,121.01,1455.54,815.630005
2/20/07,10.24,120.99,1459.68,816.869995
2/21/07,10.2,119.1,1457.63,824.330017
2/22/07,10.18,119.58,1456.38,827.630005
2/23/07,10.58,117.71,1451.19,828.799988
2/26/07,11.15,117.81,1449.37,828.030029
2/27/07,18.31,112.5,1399.04,817.659973
2/28/07,15.42,121.36,1406.82,793.26001
3/1/07,15.82,120.99,1403.17,787.619995
3/2/07,18.61,118.76,1387.17,788.200012
3/5/07,19.63,118.07,1374.12,771.909973
3/6/07,15.96,121.14,1395.41,764.320007
3/7/07,15.24,119.49,1391.97,778.75
3/8/07,14.29,121.08,1401.89,780.289978
3/9/07,14.09,121.96,1402.84,784.200012
3/12/07,13.99,126.35,1406.6,784.640015
3/13/07,18.13,130.04,1377.95,786.409973
3/14/07,17.27,134.25,1387.17,768.52002
3/15/07,16.43,136.15,1392.28,775.690002
3/16/07,16.79,128.3,1386.95,783.440002
3/19/07,14.59,122.84,1402.06,780.919983
3/20/07,13.27,127.35,1410.94,786.590027
3/21/07,12.19,130.07,1435.04,794.25
3/22/07,12.93,124.99,1434.54,808.400024
3/23/07,12.95,125.64,1436.11,807.849976
3/26/07,13.16,126.45,1437.5,810
3/27/07,13.48,122.89,1428.61,808.880005
3/28/07,14.98,121.28,1417.23,799.950012
3/29/07,15.14,121.4,1422.53,800.070007
3/30/07,14.64,120.89,1420.86,799.950012
4/2/07,14.53,122.62,1424.55,801.77002
4/3/07,13.46,124.18,1437.77,804.02002
4/4/07,13.24,123.94,1439.37,811.580017
4/5/07,13.23,125.4,1443.76,810.859985
4/9/07,13.14,125.32,1444.61,813.840027
4/10/07,12.68,125.94,1448.39,811.409973
4/11/07,13.49,127.03,1438.87,814.820007
4/12/07,12.71,126.92,1447.8,807.140015
4/13/07,12.2,128.62,1452.85,815.02002
4/16/07,11.98,125.49,1468.33,821.119995
4/17/07,12.14,130.62,1471.48,831.059998
4/18/07,12.42,130.35,1472.5,827.409973
4/19/07,12.54,126.11,1470.73,823.820007
4/20/07,12.07,128.37,1484.35,823.549988
4/23/07,13.04,123.55,1480.93,827.909973
4/24/07,13.12,124.17,1480.41,828.340027
4/25/07,13.21,122.68,1495.42,828.299988
4/26/07,12.79,123.25,1494.25,831.869995
4/27/07,12.45,124.73,1494.07,832.549988
4/30/07,14.22,123.37,1482.37,829.909973
5/1/07,13.51,125.45,1486.3,815.380005
5/2/07,13.08,123.14,1495.92,816.390015
5/3/07,13.09,123.03,1502.39,828.450012
5/4/07,12.91,123.11,1505.62,830.22998
5/7/07,13.15,123.3,1509.48,833.280029
5/8/07,13.21,120.74,1507.72,830.330017
5/9/07,12.88,121.24,1512.58,828.280029
5/10/07,13.6,119.5,1491.47,832.710022
5/11/07,12.95,121.66,1505.85,818.700012
5/14/07,13.96,119.78,1503.15,828.929993
5/15/07,14.01,121.17,1501.19,822.330017
5/16/07,13.5,123.4,1514.14,814.719971
5/17/07,13.51,123.34,1512.75,819.450012
5/18/07,12.76,126.75,1522.75,818.200012
5/21/07,13.3,126.22,1525.1,823.390015
5/22/07,13.06,124.74,1524.12,833.559998
5/23/07,13.24,123.17,1522.28,840.75
5/24/07,14.08,121.71,1507.51,836.289978
5/25/07,13.34,124,1515.73,825.200012
5/29/07,13.53,124.05,1518.11,831.23999
5/30/07,12.83,124.69,1530.23,836.48999
5/31/07,13.05,123.84,1530.62,844.190002
6/1/07,12.78,124.23,1536.34,848.619995
6/4/07,13.29,122.26,1539.18,852.530029
6/5/07,13.63,122.93,1530.95,853.47998
6/6/07,14.87,119.29,1517.38,845.580017
6/7/07,17.06,117.52,1490.72,839.5
6/8/07,14.84,122.08,1507.67,824.969971
6/11/07,14.71,119.71,1509.12,834.349976
6/12/07,16.67,119.51,1493,830.820007
6/13/07,14.73,121.59,1515.67,822.98999
6/14/07,13.64,122.42,1522.97,832.909973
6/15/07,13.94,121.63,1532.91,842.650024
6/18/07,13.42,120.46,1531.05,848.690002
6/19/07,12.85,123.38,1533.7,845.52002
6/20/07,14.67,117.56,1512.84,849.359985
6/21/07,14.21,117.97,1522.19,834.580017
6/22/07,15.75,116.52,1502.56,839.030029
6/25/07,16.65,116.87,1497.74,834.119995
6/26/07,18.89,116.03,1492.89,828.650024
6/27/07,15.53,118.01,1506.34,823.97998
6/28/07,15.54,117.47,1505.71,838.52002
6/29/07,16.23,115.72,1503.35,840.72998
7/2/07,15.4,119.68,1519.43,836.080017
7/3/07,14.92,119.87,1524.87,845.450012
7/5/07,15.48,120.59,1525.4,848.27002
7/6/07,14.72,120.85,1530.44,849.669983
7/9/07,15.16,120.63,1531.85,853.210022
7/10/07,17.57,117.48,1510.12,851.190002
7/11/07,16.64,121.69,1518.76,837.820007
7/12/07,15.54,119.99,1547.7,842.609985
7/13/07,15.15,119.59,1552.5,854.27002
7/16/07,15.59,117.88,1549.52,854.97998
7/17/07,15.63,117.99,1549.37,849.789978
7/18/07,16,120.35,1546.17,849.640015
7/19/07,15.23,119.24,1553.08,848.799988
7/20/07,16.95,117.4,1534.1,850.690002
7/23/07,16.81,118.84,1541.57,838.200012
7/24/07,18.55,116.13,1511.04,832.369995
7/25/07,18.1,116.39,1518.09,815.210022
7/26/07,20.74,116.27,1482.66,807.159973
7/27/07,24.17,113.23,1458.95,790.710022
7/30/07,20.87,115.42,1473.91,778.869995
7/31/07,23.52,115.53,1455.27,787.460022
8/1/07,23.67,119.94,1465.81,774.969971
8/2/07,21.22,119.05,1472.2,779.159973
8/3/07,25.16,117.3,1433.06,783.450012
8/6/07,22.94,118.81,1467.67,756.940002
8/7/07,21.56,116.92,1476.71,763.890015
8/8/07,21.45,120.92,1497.49,778.47998
8/9/07,26.48,115.3,1453.09,786.690002
8/10/07,28.3,116.04,1453.64,777.849976
8/13/07,26.57,119.5,1452.92,793.140015
8/14/07,27.68,115.01,1426.54,781.400024
8/15/07,30.67,118.3,1406.7,762.190002
8/16/07,30.83,116.58,1411.27,749.580017
8/17/07,29.99,126.7,1445.94,784.27002
8/20/07,26.33,117.87,1445.55,787.799988
8/21/07,25.25,117.76,1447.12,786.73999
8/22/07,22.89,120.53,1464.07,792.960022
8/23/07,22.62,121.35,1462.5,800.52002
8/24/07,20.72,122.79,1479.37,788.070007
8/27/07,22.72,121.53,1466.79,797.780029
8/28/07,26.3,118.95,1432.36,787.210022
8/29/07,23.81,121.02,1463.76,770.780029
8/30/07,25.06,120.1,1457.64,783.090027
8/31/07,23.38,117.26,1473.99,789.580017
9/4/07,22.78,119.62,1489.42,792.5
9/5/07,24.58,118.07,1472.29,798.200012
9/6/07,23.99,117.34,1478.55,792.380005
9/7/07,26.23,116.72,1453.55,787.280029
9/10/07,27.38,115.42,1451.7,777.72998
9/11/07,25.27,116.45,1471.49,771.309998
9/12/07,24.96,116.62,1471.56,781.5
9/13/07,24.76,117.36,1483.95,779.789978
9/14/07,24.92,117.96,1484.25,777.119995
9/17/07,26.48,117.87,1476.65,782.659973
9/18/07,20.35,116.4,1519.78,777.599976
9/19/07,20.03,120.85,1529.03,809.26001
9/20/07,20.45,119.87,1518.75,816.960022
9/21/07,19,121.15,1525.75,813.159973
9/24/07,19.37,122.82,1517.73,813.349976
9/25/07,18.6,118.58,1517.21,803.349976
9/26/07,17.63,118.57,1525.42,804.719971
9/27/07,17,118,1531.38,810.719971
9/28/07,18,119.97,1526.75,813.640015
10/1/07,17.84,120.83,1547.04,806.039978
10/2/07,18.49,121.78,1546.63,824.98999
10/3/07,18.8,121.79,1539.59,829.349976
10/4/07,18.44,120.21,1542.84,827.590027
10/5/07,16.91,119.73,1557.59,833
10/8/07,17.46,118.48,1552.58,844.02002
10/9/07,16.12,119.13,1565.15,841.309998
10/10/07,16.67,118.64,1562.47,845.059998
10/11/07,18.88,117.44,1554.41,847.169983
10/12/07,17.73,119.54,1561.8,834.900024
10/15/07,19.25,117.45,1548.71,841.119995
10/16/07,20.02,116.64,1538.53,827.73999
10/17/07,18.54,118.48,1541.24,828.099976
10/18/07,18.5,117.28,1540.08,824.73999
10/19/07,22.96,114.99,1500.63,825.030029
10/22/07,21.64,115.7,1506.33,794.809998
10/23/07,20.41,116.42,1519.59,813.640015
10/24/07,20.8,116.48,1515.88,814.369995
10/25/07,21.17,115.67,1514.4,811.219971
10/26/07,19.56,116.34,1535.28,811.309998
10/29/07,19.87,115.19,1540.98,822.799988
10/30/07,21.07,114.46,1531.02,820
10/31/07,18.53,116.88,1549.38,817.890015
11/1/07,23.21,114.67,1508.44,822.880005
11/2/07,23.01,116.52,1509.65,799.48999
11/5/07,24.31,115.38,1502.17,797.77002
11/6/07,21.39,115.46,1520.27,790.97998
11/7/07,26.49,115.58,1475.62,796
11/8/07,26.16,115.03,1474.77,778.47998
11/9/07,28.5,115.77,1453.7,779.419983
11/12/07,31.09,117.92,1439.18,771.77002
11/13/07,24.1,121.09,1481.05,770.780029
11/14/07,25.94,119.7,1470.58,791.570007
11/15/07,28.06,118.31,1451.15,782.109985
11/16/07,25.49,119.3,1458.74,772.200012
11/19/07,26.01,115.61,1433.27,765.219971
11/20/07,24.88,114.1,1439.7,750.77002
11/21/07,26.84,111.49,1416.77,747.219971
11/23/07,25.61,111.32,1440.7,743.47998
11/26/07,28.91,109.94,1407.22,755.52002
11/27/07,26.28,109.31,1428.23,736.369995
11/28/07,24.11,111.28,1469.02,747.51001
11/29/07,23.97,110.79,1469.72,769.47998
11/30/07,22.87,111.85,1481.14,771.289978
12/3/07,23.61,111.57,1472.42,768.200012
12/4/07,23.79,110.37,1462.79,757.150024
12/5/07,22.53,112.08,1485.01,758.159973
12/6/07,20.96,112.79,1507.34,764.919983
12/7/07,20.85,112.79,1504.66,787.130005
12/10/07,20.74,113.39,1515.96,786.840027
12/11/07,23.59,111.27,1477.65,792.48999
12/12/07,22.47,113.03,1486.59,771.52002
12/13/07,22.56,111.45,1488.41,768.109985
12/14/07,23.27,111.31,1467.95,765.599976
12/17/07,24.52,109.75,1445.9,751.280029
12/18/07,22.64,110.38,1454.98,739.359985
12/19/07,21.68,111.22,1453,753.369995
12/20/07,20.58,111.81,1460.12,759.26001
12/21/07,18.47,115.12,1484.46,774.400024
12/24/07,18.6,115.86,1496.45,785.880005
12/26/07,18.66,115.2,1497.66,791.969971
12/27/07,20.26,114.12,1476.27,795.570007
12/28/07,20.74,112.9,1478.49,777.289978
12/31/07,22.5,111.65,1468.36,770.460022
1/2/08,23.17,110.61,1447.16,765.900024
1/3/08,22.49,111.38,1447.16,754.950012
1/4/08,23.94,109.53,1411.63,741.299988
1/7/08,23.79,110.19,1416.18,723.619995
1/8/08,25.43,109.17,1390.19,724.52002
1/9/08,24.12,110.76,1409.13,704.5
1/10/08,23.45,110.25,1420.33,708.289978
1/11/08,23.68,108.79,1401.02,719.48999
1/14/08,22.9,111.38,1416.25,706.530029
1/15/08,23.34,108.15,1380.95,707.390015
1/16/08,24.38,108.49,1373.2,695.580017
1/17/08,28.46,110,1333.25,700.919983
1/18/08,27.18,110.62,1325.19,680.419983
1/22/08,31.01,114.61,1310.5,658.849976
1/23/08,29.02,113.07,1338.6,671.200012
1/24/08,27.78,113.37,1352.07,695.280029
1/25/08,29.08,112.64,1330.61,697.330017
1/28/08,27.78,114.15,1353.96,687.73999
1/29/08,27.32,113.82,1362.3,704.25
1/30/08,27.62,112.33,1355.81,705.099976
1/31/08,26.2,106.43,1378.55,691.01001
2/1/08,24.02,114.86,1395.42,714.919983
2/4/08,25.99,112.88,1380.82,730.690002
2/5/08,28.24,112.01,1336.64,721.799988
2/6/08,28.97,111.93,1326.45,704.789978
2/7/08,27.66,112.71,1336.91,690.960022
2/8/08,28.01,111.71,1331.29,702.369995
2/11/08,27.6,114.57,1339.13,699.150024
2/12/08,26.33,113.97,1348.86,702
2/13/08,24.88,116.25,1367.21,709.130005
2/14/08,25.54,114.19,1348.86,722.75
2/15/08,25.02,112.03,1349.99,703.710022
2/19/08,25.59,113.57,1348.78,705.73999
2/20/08,24.4,112.24,1360.03,701.659973
2/21/08,25.12,112.44,1342.53,712.409973
2/22/08,24.06,113.58,1353.11,696.830017
2/25/08,23.03,113.42,1371.8,695.840027
2/26/08,21.9,112.39,1381.29,710.330017
2/27/08,22.69,111.61,1380.02,714.599976
2/28/08,23.53,111.33,1367.68,714.950012
2/29/08,26.54,110.19,1330.63,702.02002
3/3/08,26.28,110.4,1331.34,686.049988
3/4/08,25.52,110.07,1326.75,680.890015
3/5/08,24.6,110.24,1333.7,682.849976
3/6/08,27.55,110.46,1304.34,682.119995
3/7/08,27.49,110.28,1293.37,659.299988
3/10/08,29.38,109.89,1273.37,660.719971
3/11/08,26.36,112.71,1320.65,647.73999
3/12/08,27.22,111.47,1308.77,673.869995
3/13/08,27.29,112.58,1315.48,662.72998
3/14/08,31.16,110.59,1288.14,681.77002
3/17/08,32.24,113.51,1276.6,654.900024
3/18/08,25.79,112.4,1330.74,650.969971
3/19/08,29.84,113.11,1298.42,684.030029
3/20/08,26.62,113.71,1329.51,669.590027
3/24/08,25.73,114.56,1349.88,682.719971
3/25/08,25.72,114.87,1352.99,701.599976
3/26/08,26.08,112.08,1341.13,704.48999
3/27/08,25.88,111.78,1325.76,702.539978
3/28/08,25.71,110.78,1315.22,693.380005
3/31/08,25.61,110.36,1322.7,683.51001
4/1/08,22.68,111.31,1370.18,692.02002
4/2/08,23.43,112.08,1367.53,710.539978
4/3/08,23.21,111.88,1369.31,709.950012
4/4/08,22.45,111.48,1370.4,714.679993
4/7/08,22.42,111.57,1372.54,716.5
4/8/08,22.36,112.13,1365.54,711.109985
4/9/08,22.81,110.96,1354.49,711.98999
4/10/08,21.98,110.82,1360.55,698.5
4/11/08,23.46,109.9,1332.83,703.75
4/14/08,23.82,109.62,1328.32,687.359985
4/15/08,22.78,109.9,1334.43,687.580017
4/16/08,20.53,112.47,1364.71,695.549988
4/17/08,20.37,113.52,1365.56,711.869995
4/18/08,20.13,115.35,1390.33,712.929993
4/21/08,20.5,115.31,1388.17,718.950012
4/22/08,20.87,114.42,1375.94,715.97998
4/23/08,20.26,113.33,1379.93,705.460022
4/24/08,20.06,114.27,1388.82,708.289978
4/25/08,19.59,114.49,1397.84,718.030029
4/28/08,19.64,114.61,1396.37,721.179993
4/29/08,20.24,114.58,1390.94,724.960022
4/30/08,20.79,112.48,1385.59,719.799988
5/1/08,18.88,116,1409.34,715.539978
5/2/08,18.18,117.49,1413.9,729.820007
5/5/08,18.9,115.32,1407.49,727.98999
5/6/08,18.21,117.63,1418.26,722.789978
5/7/08,19.73,116.24,1392.57,730.119995
5/8/08,19.4,114.99,1397.68,718.059998
5/9/08,19.41,117.77,1388.28,716.659973
5/12/08,17.79,117.42,1403.58,721.460022
5/13/08,17.98,117.93,1403.04,733.219971
5/14/08,17.66,118.92,1408.66,737.26001
5/15/08,16.3,121.05,1423.57,736.330017
5/16/08,16.47,119.49,1425.35,745.75
5/19/08,17.01,117.96,1426.63,741.02002
5/20/08,17.58,117.44,1413.4,736.809998
5/21/08,18.59,114.51,1390.71,736.619995
5/22/08,18.05,114.41,1394.35,728.309998
5/23/08,19.55,113.11,1375.93,731.030029
5/27/08,19.64,113.38,1385.35,724.940002
5/28/08,19.07,113.93,1390.84,735.690002
5/29/08,18.14,114.83,1398.26,737.679993
5/30/08,17.83,113.53,1400.38,745.780029
6/2/08,19.83,114.39,1385.67,747.47998
6/3/08,20.24,114.6,1377.65,741.98999
6/4/08,20.8,114.37,1377.2,737.22998
6/5/08,18.63,114.76,1404.05,743.929993
6/6/08,23.56,113.55,1360.68,759.929993
6/9/08,23.12,114.98,1361.76,740.890015
6/10/08,23.18,114.3,1358.44,732.309998
6/11/08,24.12,113.2,1335.49,731.700012
6/12/08,23.33,113.97,1339.87,718.150024
6/13/08,21.22,113.77,1360.03,723.01001
6/16/08,20.95,114.71,1360.14,733.159973
6/17/08,21.13,115.71,1350.93,741.179993
6/18/08,22.24,112.74,1337.81,735.659973
6/19/08,21.58,113.44,1342.83,730.409973
6/20/08,22.87,113.13,1317.93,735.919983
6/23/08,22.64,113.59,1318,727.349976
6/24/08,22.42,112.2,1314.29,718.25
